geo_type,region,transportation_type,alternative_name,sub-region,country,date,val
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-28,91.74
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-28,98.14
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-28,97.14
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-28,90.65
sub-region,Vestland,driving,NA,NA,Norway,2020-01-28,95.93
sub-region,Vestland,walking,NA,NA,Norway,2020-01-28,106.99
sub-region,Vestland,transit,NA,NA,Norway,2020-01-28,96.76
sub-region,Viken,driving,NA,NA,Norway,2020-01-28,100.63
sub-region,Viken,walking,NA,NA,Norway,2020-01-28,101.9
sub-region,Viken,transit,NA,NA,Norway,2020-01-28,111.98
country/region,Norway,driving,Norge,NA,NA,2020-01-29,101.29
country/region,Norway,transit,Norge,NA,NA,2020-01-29,103.15
country/region,Norway,walking,Norge,NA,NA,2020-01-29,102.08
city,Oslo,driving,NA,NA,Norway,2020-01-29,100.32
city,Oslo,transit,NA,NA,Norway,2020-01-29,107.59
city,Oslo,walking,NA,NA,Norway,2020-01-29,103.61
sub-region,Agder,driving,NA,NA,Norway,2020-01-29,98.34
sub-region,Agder,walking,NA,NA,Norway,2020-01-29,78.37
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-29,104.2
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-29,83.7
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-29,107.33
sub-region,Nordland,driving,NA,NA,Norway,2020-01-29,103.22
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-29,99.89
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-29,104.21
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-29,113.37
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-29,97.9
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-29,98.22
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-29,104.25
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-29,97.72
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-29,94.44
sub-region,Vestland,driving,NA,NA,Norway,2020-01-29,102.1
sub-region,Vestland,walking,NA,NA,Norway,2020-01-29,107.09
sub-region,Vestland,transit,NA,NA,Norway,2020-01-29,100.46
sub-region,Viken,driving,NA,NA,Norway,2020-01-29,101.81
sub-region,Viken,walking,NA,NA,Norway,2020-01-29,105.93
sub-region,Viken,transit,NA,NA,Norway,2020-01-29,110.15
country/region,Norway,driving,Norge,NA,NA,2020-01-30,103.96
country/region,Norway,transit,Norge,NA,NA,2020-01-30,101.91
country/region,Norway,walking,Norge,NA,NA,2020-01-30,105.39
city,Oslo,driving,NA,NA,Norway,2020-01-30,99.68
city,Oslo,transit,NA,NA,Norway,2020-01-30,104.1
city,Oslo,walking,NA,NA,Norway,2020-01-30,107.42
sub-region,Agder,driving,NA,NA,Norway,2020-01-30,104.59
sub-region,Agder,walking,NA,NA,Norway,2020-01-30,88.37
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-30,117.42
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-30,85.88
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-30,112.04
sub-region,Nordland,driving,NA,NA,Norway,2020-01-30,96.21
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-30,99.42
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-30,106.17
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-30,108.16
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-30,105.27
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-30,105.43
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-30,120.23
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-30,101.92
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-30,94.61
sub-region,Vestland,driving,NA,NA,Norway,2020-01-30,107.1
sub-region,Vestland,walking,NA,NA,Norway,2020-01-30,108.84
sub-region,Vestland,transit,NA,NA,Norway,2020-01-30,94.35
sub-region,Viken,driving,NA,NA,Norway,2020-01-30,103.66
sub-region,Viken,walking,NA,NA,Norway,2020-01-30,103.08
sub-region,Viken,transit,NA,NA,Norway,2020-01-30,114.19
country/region,Norway,driving,Norge,NA,NA,2020-01-31,121.18
country/region,Norway,transit,Norge,NA,NA,2020-01-31,117.04
country/region,Norway,walking,Norge,NA,NA,2020-01-31,125.36
city,Oslo,driving,NA,NA,Norway,2020-01-31,112.25
city,Oslo,transit,NA,NA,Norway,2020-01-31,117.84
city,Oslo,walking,NA,NA,Norway,2020-01-31,129.72
sub-region,Agder,driving,NA,NA,Norway,2020-01-31,117.98
sub-region,Agder,walking,NA,NA,Norway,2020-01-31,107.9
sub-region,Innlandet,driving,NA,NA,Norway,2020-01-31,174.22
sub-region,Innlandet,walking,NA,NA,Norway,2020-01-31,115.59
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-01-31,120.68
sub-region,Nordland,driving,NA,NA,Norway,2020-01-31,117.77
sub-region,Rogaland,driving,NA,NA,Norway,2020-01-31,112.93
sub-region,Rogaland,walking,NA,NA,Norway,2020-01-31,119.67
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-01-31,123.74
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-01-31,113.66
sub-region,Trøndelag,driving,NA,NA,Norway,2020-01-31,111.9
sub-region,Trøndelag,walking,NA,NA,Norway,2020-01-31,134.93
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-01-31,117.49
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-01-31,108.25
sub-region,Vestland,driving,NA,NA,Norway,2020-01-31,114.33
sub-region,Vestland,walking,NA,NA,Norway,2020-01-31,131.37
sub-region,Vestland,transit,NA,NA,Norway,2020-01-31,115.85
sub-region,Viken,driving,NA,NA,Norway,2020-01-31,122.88
sub-region,Viken,walking,NA,NA,Norway,2020-01-31,122.29
sub-region,Viken,transit,NA,NA,Norway,2020-01-31,123.51
country/region,Norway,driving,Norge,NA,NA,2020-02-01,114.8
country/region,Norway,transit,Norge,NA,NA,2020-02-01,129.4
country/region,Norway,walking,Norge,NA,NA,2020-02-01,146.09
city,Oslo,driving,NA,NA,Norway,2020-02-01,118.39
city,Oslo,transit,NA,NA,Norway,2020-02-01,147.49
city,Oslo,walking,NA,NA,Norway,2020-02-01,163.83
sub-region,Agder,driving,NA,NA,Norway,2020-02-01,114.96
sub-region,Agder,walking,NA,NA,Norway,2020-02-01,114.84
sub-region,Innlandet,driving,NA,NA,Norway,2020-02-01,138.24
sub-region,Innlandet,walking,NA,NA,Norway,2020-02-01,132.72
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-02-01,123.82
sub-region,Nordland,driving,NA,NA,Norway,2020-02-01,108
sub-region,Rogaland,driving,NA,NA,Norway,2020-02-01,112.12
sub-region,Rogaland,walking,NA,NA,Norway,2020-02-01,141.64
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-02-01,120.56
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-02-01,130.8
sub-region,Trøndelag,driving,NA,NA,Norway,2020-02-01,105.01
sub-region,Trøndelag,walking,NA,NA,Norway,2020-02-01,141.63
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-02-01,112.56
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-02-01,112.87
sub-region,Vestland,driving,NA,NA,Norway,2020-02-01,104.28
sub-region,Vestland,walking,NA,NA,Norway,2020-02-01,135.94
sub-region,Vestland,transit,NA,NA,Norway,2020-02-01,118.63
sub-region,Viken,driving,NA,NA,Norway,2020-02-01,112.85
sub-region,Viken,walking,NA,NA,Norway,2020-02-01,135.63
sub-region,Viken,transit,NA,NA,Norway,2020-02-01,116.41
country/region,Norway,driving,Norge,NA,NA,2020-02-02,121.29
country/region,Norway,transit,Norge,NA,NA,2020-02-02,115.77
country/region,Norway,walking,Norge,NA,NA,2020-02-02,98.38
city,Oslo,driving,NA,NA,Norway,2020-02-02,103.87
city,Oslo,transit,NA,NA,Norway,2020-02-02,117.86
city,Oslo,walking,NA,NA,Norway,2020-02-02,103.97
sub-region,Agder,driving,NA,NA,Norway,2020-02-02,110.86
sub-region,Agder,walking,NA,NA,Norway,2020-02-02,78.9
sub-region,Innlandet,driving,NA,NA,Norway,2020-02-02,183.59
sub-region,Innlandet,walking,NA,NA,Norway,2020-02-02,81.22
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-02-02,121.39
sub-region,Nordland,driving,NA,NA,Norway,2020-02-02,107.93
sub-region,Rogaland,driving,NA,NA,Norway,2020-02-02,110.29
sub-region,Rogaland,walking,NA,NA,Norway,2020-02-02,106.34
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-02-02,118.88
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-02-02,93.47
sub-region,Trøndelag,driving,NA,NA,Norway,2020-02-02,101.98
sub-region,Trøndelag,walking,NA,NA,Norway,2020-02-02,77.55
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-02-02,119.44
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-02-02,97.58
sub-region,Vestland,driving,NA,NA,Norway,2020-02-02,113.23
sub-region,Vestland,walking,NA,NA,Norway,2020-02-02,88.91
sub-region,Vestland,transit,NA,NA,Norway,2020-02-02,113.16
sub-region,Viken,driving,NA,NA,Norway,2020-02-02,133.62
sub-region,Viken,walking,NA,NA,Norway,2020-02-02,113.15
sub-region,Viken,transit,NA,NA,Norway,2020-02-02,125.53
country/region,Norway,driving,Norge,NA,NA,2020-02-03,99.55
country/region,Norway,transit,Norge,NA,NA,2020-02-03,101.54
country/region,Norway,walking,Norge,NA,NA,2020-02-03,98.95
city,Oslo,driving,NA,NA,Norway,2020-02-03,100.27
city,Oslo,transit,NA,NA,Norway,2020-02-03,102.88
city,Oslo,walking,NA,NA,Norway,2020-02-03,101.84
sub-region,Agder,driving,NA,NA,Norway,2020-02-03,93.14
sub-region,Agder,walking,NA,NA,Norway,2020-02-03,78.08
sub-region,Innlandet,driving,NA,NA,Norway,2020-02-03,100.68
sub-region,Innlandet,walking,NA,NA,Norway,2020-02-03,84.17
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-02-03,104.97
sub-region,Nordland,driving,NA,NA,Norway,2020-02-03,97.67
sub-region,Rogaland,driving,NA,NA,Norway,2020-02-03,94.89
sub-region,Rogaland,walking,NA,NA,Norway,2020-02-03,93.79
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-02-03,101.32
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-02-03,91.73
sub-region,Trøndelag,driving,NA,NA,Norway,2020-02-03,94.08
sub-region,Trøndelag,walking,NA,NA,Norway,2020-02-03,92.65
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-02-03,99.16
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-02-03,86.69
sub-region,Vestland,driving,NA,NA,Norway,2020-02-03,97.15
sub-region,Vestland,walking,NA,NA,Norway,2020-02-03,97.99
sub-region,Vestland,transit,NA,NA,Norway,2020-02-03,101.48
sub-region,Viken,driving,NA,NA,Norway,2020-02-03,102.92
sub-region,Viken,walking,NA,NA,Norway,2020-02-03,110.45
sub-region,Viken,transit,NA,NA,Norway,2020-02-03,109.81
country/region,Norway,driving,Norge,NA,NA,2020-02-04,97.63
country/region,Norway,transit,Norge,NA,NA,2020-02-04,107.47
country/region,Norway,walking,Norge,NA,NA,2020-02-04,101.5
city,Oslo,driving,NA,NA,Norway,2020-02-04,98.53
city,Oslo,transit,NA,NA,Norway,2020-02-04,110.09
city,Oslo,walking,NA,NA,Norway,2020-02-04,104.2
sub-region,Agder,driving,NA,NA,Norway,2020-02-04,96.49
sub-region,Agder,walking,NA,NA,Norway,2020-02-04,86.35
sub-region,Innlandet,driving,NA,NA,Norway,2020-02-04,95
sub-region,Innlandet,walking,NA,NA,Norway,2020-02-04,77.2
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-02-04,103.27
sub-region,Nordland,driving,NA,NA,Norway,2020-02-04,99.66
sub-region,Rogaland,driving,NA,NA,Norway,2020-02-04,99.37
sub-region,Rogaland,walking,NA,NA,Norway,2020-02-04,119.63
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-02-04,90.95
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-02-04,78.91
sub-region,Trøndelag,driving,NA,NA,Norway,2020-02-04,87.85
sub-region,Trøndelag,walking,NA,NA,Norway,2020-02-04,90.52
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-02-04,97.27
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-02-04,98.07
sub-region,Vestland,driving,NA,NA,Norway,2020-02-04,94.85
sub-region,Vestland,walking,NA,NA,Norway,2020-02-04,106.14
sub-region,Vestland,transit,NA,NA,Norway,2020-02-04,107.04
sub-region,Viken,driving,NA,NA,Norway,2020-02-04,101.37
sub-region,Viken,walking,NA,NA,Norway,2020-02-04,108
sub-region,Viken,transit,NA,NA,Norway,2020-02-04,116.66
country/region,Norway,driving,Norge,NA,NA,2020-02-05,102.9
country/region,Norway,transit,Norge,NA,NA,2020-02-05,112.5
country/region,Norway,walking,Norge,NA,NA,2020-02-05,105.74
city,Oslo,driving,NA,NA,Norway,2020-02-05,105.1
city,Oslo,transit,NA,NA,Norway,2020-02-05,115.74
city,Oslo,walking,NA,NA,Norway,2020-02-05,114.33
sub-region,Agder,driving,NA,NA,Norway,2020-02-05,105.36
sub-region,Agder,walking,NA,NA,Norway,2020-02-05,102.01
sub-region,Innlandet,driving,NA,NA,Norway,2020-02-05,108.96
sub-region,Innlandet,walking,NA,NA,Norway,2020-02-05,84.94
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-02-05,113.8
sub-region,Nordland,driving,NA,NA,Norway,2020-02-05,95.38
sub-region,Rogaland,driving,NA,NA,Norway,2020-02-05,104.57
sub-region,Rogaland,walking,NA,NA,Norway,2020-02-05,109.67
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-02-05,100.53
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-02-05,85.08
sub-region,Trøndelag,driving,NA,NA,Norway,2020-02-05,96.3
sub-region,Trøndelag,walking,NA,NA,Norway,2020-02-05,88.17
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-02-05,100.99
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-02-05,95.71
sub-region,Vestland,driving,NA,NA,Norway,2020-02-05,102.67
sub-region,Vestland,walking,NA,NA,Norway,2020-02-05,109.77
sub-region,Vestland,transit,NA,NA,Norway,2020-02-05,108.53
sub-region,Viken,driving,NA,NA,Norway,2020-02-05,101.15
sub-region,Viken,walking,NA,NA,Norway,2020-02-05,103.49
sub-region,Viken,transit,NA,NA,Norway,2020-02-05,113.5
country/region,Norway,driving,Norge,NA,NA,2020-02-06,105.99
country/region,Norway,transit,Norge,NA,NA,2020-02-06,115.49
country/region,Norway,walking,Norge,NA,NA,2020-02-06,114.21
city,Oslo,driving,NA,NA,Norway,2020-02-06,105.54
city,Oslo,transit,NA,NA,Norway,2020-02-06,120.61
city,Oslo,walking,NA,NA,Norway,2020-02-06,120.35
sub-region,Agder,driving,NA,NA,Norway,2020-02-06,104.61
sub-region,Agder,walking,NA,NA,Norway,2020-02-06,99.48
sub-region,Innlandet,driving,NA,NA,Norway,2020-02-06,122.5
sub-region,Innlandet,walking,NA,NA,Norway,2020-02-06,93.56
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-02-06,113.12
sub-region,Nordland,driving,NA,NA,Norway,2020-02-06,104.87
sub-region,Rogaland,driving,NA,NA,Norway,2020-02-06,102.37
sub-region,Rogaland,walking,NA,NA,Norway,2020-02-06,119.67
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-02-06,106.57
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-02-06,100.42
sub-region,Trøndelag,driving,NA,NA,Norway,2020-02-06,99
sub-region,Trøndelag,walking,NA,NA,Norway,2020-02-06,107.71
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-02-06,107.58
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-02-06,99.23
sub-region,Vestland,driving,NA,NA,Norway,2020-02-06,105.94
sub-region,Vestland,walking,NA,NA,Norway,2020-02-06,120.75
sub-region,Vestland,transit,NA,NA,Norway,2020-02-06,114.64
sub-region,Viken,driving,NA,NA,Norway,2020-02-06,104.26
sub-region,Viken,walking,NA,NA,Norway,2020-02-06,114.18
sub-region,Viken,transit,NA,NA,Norway,2020-02-06,116.21
country/region,Norway,driving,Norge,NA,NA,2020-02-07,126.73
country/region,Norway,transit,Norge,NA,NA,2020-02-07,121.35
country/region,Norway,walking,Norge,NA,NA,2020-02-07,134.48
city,Oslo,driving,NA,NA,Norway,2020-02-07,118.46
city,Oslo,transit,NA,NA,Norway,2020-02-07,125.22
city,Oslo,walking,NA,NA,Norway,2020-02-07,141.02
sub-region,Agder,driving,NA,NA,Norway,2020-02-07,126.42
sub-region,Agder,walking,NA,NA,Norway,2020-02-07,110.29
sub-region,Innlandet,driving,NA,NA,Norway,2020-02-07,179.27
sub-region,Innlandet,walking,NA,NA,Norway,2020-02-07,115
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-02-07,125.93
sub-region,Nordland,driving,NA,NA,Norway,2020-02-07,100.39
sub-region,Rogaland,driving,NA,NA,Norway,2020-02-07,110.14
sub-region,Rogaland,walking,NA,NA,Norway,2020-02-07,130.72
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-02-07,122.78
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-02-07,124.87
sub-region,Trøndelag,driving,NA,NA,Norway,2020-02-07,119.9
sub-region,Trøndelag,walking,NA,NA,Norway,2020-02-07,156.41
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-02-07,130.37
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-02-07,112.32
sub-region,Vestland,driving,NA,NA,Norway,2020-02-07,118.59
sub-region,Vestland,walking,NA,NA,Norway,2020-02-07,149.27
sub-region,Vestland,transit,NA,NA,Norway,2020-02-07,130.49
sub-region,Viken,driving,NA,NA,Norway,2020-02-07,130.21
sub-region,Viken,walking,NA,NA,Norway,2020-02-07,123.23
sub-region,Viken,transit,NA,NA,Norway,2020-02-07,118.09
country/region,Norway,driving,Norge,NA,NA,2020-02-08,123.15
country/region,Norway,transit,Norge,NA,NA,2020-02-08,129
country/region,Norway,walking,Norge,NA,NA,2020-02-08,147.11
city,Oslo,driving,NA,NA,Norway,2020-02-08,116.57
city,Oslo,transit,NA,NA,Norway,2020-02-08,141.27
city,Oslo,walking,NA,NA,Norway,2020-02-08,156.01
sub-region,Agder,driving,NA,NA,Norway,2020-02-08,121.87
sub-region,Agder,walking,NA,NA,Norway,2020-02-08,120.66
sub-region,Innlandet,driving,NA,NA,Norway,2020-02-08,166.91
sub-region,Innlandet,walking,NA,NA,Norway,2020-02-08,128.71
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-02-08,122.68
sub-region,Nordland,driving,NA,NA,Norway,2020-02-08,104.33
sub-region,Rogaland,driving,NA,NA,Norway,2020-02-08,111.56
sub-region,Rogaland,walking,NA,NA,Norway,2020-02-08,140.39
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-02-08,124.31
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-02-08,142.96
sub-region,Trøndelag,driving,NA,NA,Norway,2020-02-08,106.87
sub-region,Trøndelag,walking,NA,NA,Norway,2020-02-08,142.78
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-02-08,138.93
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-02-08,126.57
sub-region,Vestland,driving,NA,NA,Norway,2020-02-08,117.91
sub-region,Vestland,walking,NA,NA,Norway,2020-02-08,160.43
sub-region,Vestland,transit,NA,NA,Norway,2020-02-08,137.53
sub-region,Viken,driving,NA,NA,Norway,2020-02-08,123.38
sub-region,Viken,walking,NA,NA,Norway,2020-02-08,136.02
sub-region,Viken,transit,NA,NA,Norway,2020-02-08,117
country/region,Norway,driving,Norge,NA,NA,2020-02-09,126.38
country/region,Norway,transit,Norge,NA,NA,2020-02-09,114.92
country/region,Norway,walking,Norge,NA,NA,2020-02-09,84.24
city,Oslo,driving,NA,NA,Norway,2020-02-09,102.88
city,Oslo,transit,NA,NA,Norway,2020-02-09,115.46
city,Oslo,walking,NA,NA,Norway,2020-02-09,81.28
sub-region,Agder,driving,NA,NA,Norway,2020-02-09,117.41
sub-region,Agder,walking,NA,NA,Norway,2020-02-09,69.65
sub-region,Innlandet,driving,NA,NA,Norway,2020-02-09,214.81
sub-region,Innlandet,walking,NA,NA,Norway,2020-02-09,101.48
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-02-09,127.54
sub-region,Nordland,driving,NA,NA,Norway,2020-02-09,110.34
sub-region,Rogaland,driving,NA,NA,Norway,2020-02-09,106.85
sub-region,Rogaland,walking,NA,NA,Norway,2020-02-09,74.86
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-02-09,110.59
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-02-09,73.1
sub-region,Trøndelag,driving,NA,NA,Norway,2020-02-09,108.81
sub-region,Trøndelag,walking,NA,NA,Norway,2020-02-09,81.31
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-02-09,121.39
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-02-09,85.26
sub-region,Vestland,driving,NA,NA,Norway,2020-02-09,117.43
sub-region,Vestland,walking,NA,NA,Norway,2020-02-09,96.96
sub-region,Vestland,transit,NA,NA,Norway,2020-02-09,135.87
sub-region,Viken,driving,NA,NA,Norway,2020-02-09,141.04
sub-region,Viken,walking,NA,NA,Norway,2020-02-09,93.34
sub-region,Viken,transit,NA,NA,Norway,2020-02-09,114.44
country/region,Norway,driving,Norge,NA,NA,2020-02-10,104.17
country/region,Norway,transit,Norge,NA,NA,2020-02-10,109.8
country/region,Norway,walking,Norge,NA,NA,2020-02-10,104.17
city,Oslo,driving,NA,NA,Norway,2020-02-10,100.03
city,Oslo,transit,NA,NA,Norway,2020-02-10,111.77
city,Oslo,walking,NA,NA,Norway,2020-02-10,106.31
sub-region,Agder,driving,NA,NA,Norway,2020-02-10,104.98
sub-region,Agder,walking,NA,NA,Norway,2020-02-10,97.09
sub-region,Innlandet,driving,NA,NA,Norway,2020-02-10,116.6
sub-region,Innlandet,walking,NA,NA,Norway,2020-02-10,95.39
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-02-10,110.56
sub-region,Nordland,driving,NA,NA,Norway,2020-02-10,101.11
sub-region,Rogaland,driving,NA,NA,Norway,2020-02-10,105.97
sub-region,Rogaland,walking,NA,NA,Norway,2020-02-10,113.59
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-02-10,106.82
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-02-10,88.8
sub-region,Trøndelag,driving,NA,NA,Norway,2020-02-10,98.86
sub-region,Trøndelag,walking,NA,NA,Norway,2020-02-10,89.61
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-02-10,107.96
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-02-10,90.43
sub-region,Vestland,driving,NA,NA,Norway,2020-02-10,103.39
sub-region,Vestland,walking,NA,NA,Norway,2020-02-10,115.73
sub-region,Vestland,transit,NA,NA,Norway,2020-02-10,122.52
sub-region,Viken,driving,NA,NA,Norway,2020-02-10,103.85
sub-region,Viken,walking,NA,NA,Norway,2020-02-10,107.28
sub-region,Viken,transit,NA,NA,Norway,2020-02-10,115.38
country/region,Norway,driving,Norge,NA,NA,2020-02-11,105.06
country/region,Norway,transit,Norge,NA,NA,2020-02-11,110.88
country/region,Norway,walking,Norge,NA,NA,2020-02-11,110.3
city,Oslo,driving,NA,NA,Norway,2020-02-11,105.11
city,Oslo,transit,NA,NA,Norway,2020-02-11,112.23
city,Oslo,walking,NA,NA,Norway,2020-02-11,114.78
sub-region,Agder,driving,NA,NA,Norway,2020-02-11,105.04
sub-region,Agder,walking,NA,NA,Norway,2020-02-11,93.59
